,HR_Left_path,HR_Right_path,HRL_L_path,HRR_L_path,LR_Left_path,LR_Right_path,Subject_num,slice,kfold
460,input/hippocampal-croped-mri/all_data/HR_Left/S2_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S2_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S2_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S2_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S2_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S2_LR_right.nii,2,70,1
461,input/hippocampal-croped-mri/all_data/HR_Left/S1_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S1_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S1_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S1_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S1_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S1_LR_right.nii,1,136,1
462,input/hippocampal-croped-mri/all_data/HR_Left/S3_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S3_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S3_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S3_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S3_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S3_LR_right.nii,3,130,4
463,input/hippocampal-croped-mri/all_data/HR_Left/S4_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S4_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S4_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S4_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S4_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S4_LR_right.nii,4,96,3
464,input/hippocampal-croped-mri/all_data/HR_Left/S19_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S19_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S19_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S19_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S19_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S19_LR_right.nii,19,143,4
465,input/hippocampal-croped-mri/all_data/HR_Left/S17_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S17_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S17_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S17_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S17_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S17_LR_right.nii,17,87,3
466,input/hippocampal-croped-mri/all_data/HR_Left/S15_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S15_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S15_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S15_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S15_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S15_LR_right.nii,15,44,2
467,input/hippocampal-croped-mri/all_data/HR_Left/S17_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S17_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S17_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S17_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S17_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S17_LR_right.nii,17,83,3
468,input/hippocampal-croped-mri/all_data/HR_Left/S15_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S15_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S15_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S15_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S15_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S15_LR_right.nii,15,42,2
469,input/hippocampal-croped-mri/all_data/HR_Left/S2_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S2_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S2_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S2_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S2_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S2_LR_right.nii,2,2,1
470,input/hippocampal-croped-mri/all_data/HR_Left/S15_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S15_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S15_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S15_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S15_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S15_LR_right.nii,15,153,2
471,input/hippocampal-croped-mri/all_data/HR_Left/S10_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S10_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S10_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S10_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S10_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S10_LR_right.nii,10,122,0
472,input/hippocampal-croped-mri/all_data/HR_Left/S13_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S13_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S13_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S13_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S13_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S13_LR_right.nii,13,127,4
473,input/hippocampal-croped-mri/all_data/HR_Left/S1_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S1_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S1_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S1_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S1_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S1_LR_right.nii,1,145,1
474,input/hippocampal-croped-mri/all_data/HR_Left/S1_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S1_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S1_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S1_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S1_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S1_LR_right.nii,1,53,1
475,input/hippocampal-croped-mri/all_data/HR_Left/S15_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S15_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S15_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S15_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S15_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S15_LR_right.nii,15,22,2
476,input/hippocampal-croped-mri/all_data/HR_Left/S25_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S25_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S25_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S25_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S25_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S25_LR_right.nii,25,152,3
477,input/hippocampal-croped-mri/all_data/HR_Left/S2_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S2_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S2_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S2_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S2_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S2_LR_right.nii,2,50,1
478,input/hippocampal-croped-mri/all_data/HR_Left/S25_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S25_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S25_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S25_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S25_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S25_LR_right.nii,25,34,3
479,input/hippocampal-croped-mri/all_data/HR_Left/S1_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S1_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S1_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S1_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S1_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S1_LR_right.nii,1,146,1
480,input/hippocampal-croped-mri/all_data/HR_Left/S9_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S9_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S9_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S9_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S9_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S9_LR_right.nii,9,78,0
481,input/hippocampal-croped-mri/all_data/HR_Left/S20_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S20_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S20_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S20_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S20_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S20_LR_right.nii,20,134,4
482,input/hippocampal-croped-mri/all_data/HR_Left/S20_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S20_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S20_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S20_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S20_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S20_LR_right.nii,20,0,4
483,input/hippocampal-croped-mri/all_data/HR_Left/S4_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S4_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S4_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S4_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S4_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S4_LR_right.nii,4,107,3
484,input/hippocampal-croped-mri/all_data/HR_Left/S18_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S18_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S18_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S18_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S18_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S18_LR_right.nii,18,120,0
485,input/hippocampal-croped-mri/all_data/HR_Left/S14_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S14_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S14_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S14_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S14_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S14_LR_right.nii,14,91,2
486,input/hippocampal-croped-mri/all_data/HR_Left/S8_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S8_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S8_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S8_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S8_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S8_LR_right.nii,8,79,1
487,input/hippocampal-croped-mri/all_data/HR_Left/S25_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S25_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S25_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S25_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S25_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S25_LR_right.nii,25,145,3
488,input/hippocampal-croped-mri/all_data/HR_Left/S19_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S19_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S19_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S19_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S19_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S19_LR_right.nii,19,26,4
489,input/hippocampal-croped-mri/all_data/HR_Left/S17_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S17_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S17_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S17_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S17_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S17_LR_right.nii,17,92,3
490,input/hippocampal-croped-mri/all_data/HR_Left/S8_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S8_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S8_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S8_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S8_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S8_LR_right.nii,8,130,1
491,input/hippocampal-croped-mri/all_data/HR_Left/S17_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S17_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S17_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S17_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S17_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S17_LR_right.nii,17,124,3
492,input/hippocampal-croped-mri/all_data/HR_Left/S2_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S2_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S2_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S2_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S2_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S2_LR_right.nii,2,79,1
493,input/hippocampal-croped-mri/all_data/HR_Left/S14_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S14_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S14_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S14_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S14_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S14_LR_right.nii,14,73,2
494,input/hippocampal-croped-mri/all_data/HR_Left/S14_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S14_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S14_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S14_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S14_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S14_LR_right.nii,14,149,2
495,input/hippocampal-croped-mri/all_data/HR_Left/S20_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S20_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S20_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S20_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S20_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S20_LR_right.nii,20,90,4
496,input/hippocampal-croped-mri/all_data/HR_Left/S3_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S3_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S3_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S3_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S3_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S3_LR_right.nii,3,33,4
497,input/hippocampal-croped-mri/all_data/HR_Left/S11_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S11_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S11_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S11_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S11_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S11_LR_right.nii,11,139,2
498,input/hippocampal-croped-mri/all_data/HR_Left/S3_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S3_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S3_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S3_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S3_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S3_LR_right.nii,3,92,4
499,input/hippocampal-croped-mri/all_data/HR_Left/S13_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S13_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S13_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S13_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S13_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S13_LR_right.nii,13,75,4
500,input/hippocampal-croped-mri/all_data/HR_Left/S5_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S5_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S5_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S5_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S5_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S5_LR_right.nii,5,95,0
501,input/hippocampal-croped-mri/all_data/HR_Left/S23_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S23_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S23_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S23_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S23_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S23_LR_right.nii,23,28,0
502,input/hippocampal-croped-mri/all_data/HR_Left/S5_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S5_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S5_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S5_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S5_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S5_LR_right.nii,5,88,0
503,input/hippocampal-croped-mri/all_data/HR_Left/S2_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S2_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S2_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S2_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S2_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S2_LR_right.nii,2,27,1
504,input/hippocampal-croped-mri/all_data/HR_Left/S5_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S5_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S5_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S5_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S5_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S5_LR_right.nii,5,53,0
505,input/hippocampal-croped-mri/all_data/HR_Left/S6_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S6_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S6_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S6_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S6_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S6_LR_right.nii,6,5,3
506,input/hippocampal-croped-mri/all_data/HR_Left/S24_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S24_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S24_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S24_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S24_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S24_LR_right.nii,24,95,3
507,input/hippocampal-croped-mri/all_data/HR_Left/S21_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S21_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S21_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S21_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S21_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S21_LR_right.nii,21,13,2
508,input/hippocampal-croped-mri/all_data/HR_Left/S21_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S21_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S21_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S21_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S21_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S21_LR_right.nii,21,59,2
509,input/hippocampal-croped-mri/all_data/HR_Left/S7_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S7_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S7_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S7_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S7_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S7_LR_right.nii,7,88,4
510,input/hippocampal-croped-mri/all_data/HR_Left/S8_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S8_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S8_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S8_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S8_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S8_LR_right.nii,8,97,1
511,input/hippocampal-croped-mri/all_data/HR_Left/S22_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S22_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S22_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S22_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S22_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S22_LR_right.nii,22,59,1
512,input/hippocampal-croped-mri/all_data/HR_Left/S2_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S2_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S2_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S2_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S2_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S2_LR_right.nii,2,101,1
513,input/hippocampal-croped-mri/all_data/HR_Left/S15_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S15_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S15_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S15_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S15_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S15_LR_right.nii,15,71,2
514,input/hippocampal-croped-mri/all_data/HR_Left/S18_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S18_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S18_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S18_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S18_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S18_LR_right.nii,18,20,0
515,input/hippocampal-croped-mri/all_data/HR_Left/S2_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S2_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S2_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S2_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S2_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S2_LR_right.nii,2,14,1
516,input/hippocampal-croped-mri/all_data/HR_Left/S25_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S25_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S25_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S25_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S25_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S25_LR_right.nii,25,50,3
517,input/hippocampal-croped-mri/all_data/HR_Left/S22_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S22_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S22_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S22_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S22_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S22_LR_right.nii,22,105,1
518,input/hippocampal-croped-mri/all_data/HR_Left/S19_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S19_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S19_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S19_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S19_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S19_LR_right.nii,19,80,4
519,input/hippocampal-croped-mri/all_data/HR_Left/S12_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S12_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S12_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S12_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S12_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S12_LR_right.nii,12,71,2
520,input/hippocampal-croped-mri/all_data/HR_Left/S8_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S8_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S8_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S8_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S8_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S8_LR_right.nii,8,118,1
521,input/hippocampal-croped-mri/all_data/HR_Left/S18_HR_Left.nii,input/hippocampal-croped-mri/all_data/HR_right/S18_HR_right.nii,input/hippocampal-croped-mri/all_data/Mask_Left/S18_Mask_Left.nii,input/hippocampal-croped-mri/all_data/Mask_right/S18_Mask_Right.nii,input/hippocampal-croped-mri/all_data/LR_Left/S18_LR_Left.nii,input/hippocampal-croped-mri/all_data/LR_right/S18_LR_right.nii,18,156,0
